tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol,jenis_angkutan,status_kecelakaan,status_korban,eligible_santunan,dasar_hukum,jenis_santunan,estimasi_biaya_santunan
9/1/2025,2025,9,Makassar,746,347,26,18,Hujan,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Simpang 4,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19010000000
12/9/2024,2024,12,Bekasi,972,261,30,6,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang 4,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,14670000000
12/13/2023,2023,12,Makassar,729,464,20,15,Hujan,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Simpang T,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/27/2022,2022,8,Makassar,510,213,23,21,Cerah,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Kota,Rusak,>60,Simpang Y,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/15/2023,2023,8,Makassar,617,170,20,42,Cerah,Siang,Bus,Rem Blong,Jalan Kota,Berlubang,<40,Lurus,Laki-laki,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,10340000000
10/18/2023,2023,10,Semarang,512,433,26,12,Cerah,Dini Hari,Motor,Rem Blong,Jalan Provinsi,Rusak,>60,Tikungan,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23190000000
10/4/2025,2025,10,Surabaya,840,274,20,15,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Tikungan,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15000000000
5/6/2025,2025,5,Jakarta Selatan,797,355,23,14,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Tikungan,Laki-laki,<17,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,19180000000
7/15/2024,2024,7,Jakarta Timur,647,408,27,27,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang Y,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22290000000
3/30/2024,2024,3,Bekasi,568,394,25,60,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Simpang Y,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22150000000
9/5/2022,2022,9,Medan,401,110,22,8,Hujan,Siang,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Simpang T,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,6760000000
6/22/2024,2024,6,Surabaya,738,159,30,38,Hujan,Siang,Bus,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10210000000
7/28/2024,2024,7,Jakarta Selatan,631,421,29,0,Cerah,Malam,Motor,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22500000000
8/23/2022,2022,8,Yogyakarta,510,258,27,12,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Tikungan,Perempuan,17-25,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,14490000000
9/14/2024,2024,9,Jakarta Selatan,706,420,20,33,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Lurus,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22660000000
2/20/2021,2021,2,Medan,307,292,30,19,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Simpang 4,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16480000000
5/2/2025,2025,5,Yogyakarta,791,222,22,8,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Baik,>60,Lurus,Perempuan,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/13/2021,2021,1,Palembang,146,470,29,10,Cerah,Siang,Motor,Rem Blong,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25150000000
6/13/2021,2021,6,Makassar,477,125,30,38,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/3/2022,2022,8,Jakarta Selatan,406,236,30,22,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Tikungan,Laki-laki,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,13740000000
5/9/2025,2025,5,Bandung,764,246,28,42,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,14540000000
12/22/2022,2022,12,Bekasi,703,110,28,37,Hujan,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Simpang Y,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/14/2024,2024,2,Yogyakarta,666,319,22,21,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,>60,Tikungan,Laki-laki,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,17470000000
12/20/2021,2021,12,Bandung,594,241,27,37,Hujan,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,14140000000
11/19/2023,2023,11,Semarang,592,390,26,33,Cerah,Siang,Truk,Kelalaian Pengemudi,Jalan Kota,Baik,>60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21460000000
12/17/2022,2022,12,Bandung,609,193,29,3,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,11160000000
8/18/2023,2023,8,Bandung,505,209,23,50,Cerah,Malam,Truk,Rem Blong,Jalan Nasional,Berlubang,40-60,Simpang T,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12600000000
3/4/2025,2025,3,Medan,664,366,21,2,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,<40,Tikungan,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,19390000000
6/1/2021,2021,6,Bekasi,518,378,25,13,Hujan,Siang,Mobil,Rem Blong,Jalan Nasional,Rusak,40-60,Simpang Y,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/15/2021,2021,12,Surabaya,649,234,30,43,Cerah,Pagi,Mobil,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,14060000000
1/11/2021,2021,1,Makassar,154,378,20,34,Cerah,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/1/2022,2022,2,Jakarta Selatan,382,283,23,8,Hujan,Malam,Truk,Rem Blong,Jalan Kota,Berlubang,>60,Tikungan,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15460000000
10/27/2021,2021,10,Surabaya,279,237,24,4,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Nasional,Rusak,40-60,Simpang 4,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13130000000
9/14/2021,2021,9,Semarang,387,349,20,8,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Simpang 4,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18610000000
1/21/2021,2021,1,Semarang,193,133,20,37,Cerah,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang Y,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/11/2024,2024,3,Palembang,548,325,26,42,Hujan,Malam,Motor,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Lurus,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/2/2025,2025,12,Makassar,1009,297,29,10,Cerah,Siang,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
7/11/2021,2021,7,Surabaya,344,399,24,29,Cerah,Malam,Bus,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,21730000000
2/10/2025,2025,2,Yogyakarta,715,426,27,2,Cerah,Siang,Motor,Kondisi Jalan,Jalan Kota,Baik,>60,Simpang Y,Perempuan,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/19/2021,2021,10,Surabaya,341,288,22,4,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/7/2025,2025,3,Bekasi,780,369,26,22,Cerah,Siang,Bus,Kondisi Jalan,Jalan Kota,Baik,<40,Simpang T,Laki-laki,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20190000000
1/9/2023,2023,1,Bekasi,380,139,24,27,Cerah,Siang,Truk,Rem Blong,Jalan Provinsi,Rusak,>60,Simpang T,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8690000000
4/27/2022,2022,4,Palembang,348,411,23,11,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21920000000
7/16/2022,2022,7,Yogyakarta,505,211,20,31,Hujan,Malam,Bus,Kondisi Jalan,Jalan Kota,Baik,<40,Simpang T,Perempuan,17-25,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,12170000000
7/17/2022,2022,7,Yogyakarta,421,190,30,4,Cerah,Siang,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,17-25,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,11080000000
7/12/2023,2023,7,Jakarta Timur,518,493,20,35,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Tikungan,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,26350000000
5/26/2022,2022,5,Semarang,410,500,24,3,Hujan,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Lurus,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/6/2025,2025,4,Bandung,721,118,24,9,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Rusak,>60,Lurus,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,7280000000
9/18/2024,2024,9,Bandung,739,444,24,8,Hujan,Pagi,Truk,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Tikungan,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23560000000
9/14/2023,2023,9,Bekasi,556,303,29,36,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17320000000
5/14/2023,2023,5,Jakarta Timur,447,338,21,61,Cerah,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang Y,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/5/2025,2025,5,Bandung,827,311,29,2,Hujan,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,40-60,Simpang 4,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17040000000
4/13/2025,2025,4,Jakarta Timur,791,241,22,33,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Simpang T,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/23/2023,2023,11,Palembang,641,459,30,56,Hujan,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Lurus,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25570000000
9/8/2025,2025,9,Surabaya,849,442,28,27,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Tikungan,Laki-laki,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/13/2022,2022,11,Jakarta Selatan,527,366,21,46,Cerah,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Simpang T,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
7/20/2023,2023,7,Bekasi,505,147,29,52,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Tikungan,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,9840000000
9/5/2021,2021,9,Medan,299,320,27,24,Hujan,Malam,Mobil,Rem Blong,Jalan Provinsi,Rusak,<40,Simpang 4,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17830000000
3/29/2024,2024,3,Jakarta Selatan,563,382,24,58,Hujan,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/3/2022,2022,1,Palembang,306,490,22,16,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Lurus,Perempuan,<17,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,25920000000
8/14/2022,2022,8,Bandung,404,214,22,9,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Tikungan,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11980000000
1/9/2024,2024,1,Jakarta Timur,557,220,26,43,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Simpang Y,Perempuan,<17,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,13160000000
12/16/2022,2022,12,Semarang,713,311,20,15,Hujan,Malam,Bus,Rem Blong,Jalan Provinsi,Baik,<40,Simpang Y,Perempuan,26-45,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,16850000000
11/30/2022,2022,11,Medan,440,429,29,56,Cerah,Pagi,Truk,Kondisi Jalan,Jalan Provinsi,Rusak,>60,Tikungan,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,24020000000
4/13/2024,2024,4,Jakarta Selatan,625,306,25,62,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Simpang 4,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17790000000
3/30/2021,2021,3,Jakarta Selatan,313,496,23,36,Hujan,Siang,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang Y,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,26670000000
5/16/2025,2025,5,Bekasi,721,426,24,23,Hujan,Malam,Motor,Rem Blong,Jalan Kota,Berlubang,40-60,Simpang T,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22960000000
10/5/2021,2021,10,Yogyakarta,298,103,21,12,Cerah,Siang,Mobil,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang 4,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/23/2024,2024,5,Bandung,679,190,21,39,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11330000000
12/27/2025,2025,12,Palembang,1074,207,27,17,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Simpang Y,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/6/2024,2024,3,Jakarta Selatan,602,324,21,40,Cerah,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang Y,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18050000000
6/3/2023,2023,6,Bekasi,683,338,28,35,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Lurus,Laki-laki,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,19000000000
2/26/2021,2021,2,Jakarta Timur,227,382,22,21,Cerah,Siang,Truk,Rem Blong,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20620000000
5/21/2021,2021,5,Jakarta Selatan,312,190,21,35,Hujan,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang T,Perempuan,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/24/2024,2024,4,Semarang,562,493,20,3,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Simpang Y,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25710000000
10/8/2022,2022,10,Bandung,461,164,22,66,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10620000000
4/26/2024,2024,4,Semarang,646,480,27,46,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Lurus,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/1/2024,2024,6,Medan,940,174,24,21,Cerah,Dini Hari,Bus,Kurang Jarak Aman,Jalan Nasional,Baik,<40,Simpang 4,Perempuan,17-25,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10320000000
2/8/2021,2021,2,Medan,255,343,20,47,Cerah,Dini Hari,Bus,Rem Blong,Jalan Kota,Rusak,40-60,Lurus,Laki-laki,17-25,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,19090000000
4/8/2023,2023,4,Surabaya,462,161,28,2,Cerah,Siang,Motor,Kurang Jarak Aman,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,9490000000
3/18/2024,2024,3,Jakarta Timur,640,259,25,1,Hujan,Pagi,Bus,Rem Blong,Jalan Provinsi,Baik,40-60,Simpang 4,Laki-laki,<17,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,14220000000
12/1/2021,2021,12,Jakarta Timur,509,493,23,13,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,26060000000
4/28/2025,2025,4,Bandung,731,459,20,23,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Lurus,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/13/2025,2025,1,Bandung,772,357,21,10,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19100000000
10/15/2024,2024,10,Bandung,730,168,27,37,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,17-25,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,10490000000
1/10/2025,2025,1,Semarang,774,293,26,44,Cerah,Pagi,Mobil,Rem Blong,Jalan Nasional,Berlubang,40-60,Lurus,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/12/2023,2023,5,Bekasi,499,475,29,49,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/2/2025,2025,3,Jakarta Timur,782,440,24,23,Hujan,Siang,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Simpang Y,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23660000000
12/26/2022,2022,12,Medan,689,395,24,19,Cerah,Dini Hari,Motor,Kondisi Jalan,Jalan Kota,Baik,>60,Lurus,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/17/2023,2023,9,Jakarta Timur,550,321,30,26,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18070000000
1/29/2024,2024,1,Jakarta Selatan,566,119,27,37,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Simpang 4,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8040000000
8/5/2024,2024,8,Surabaya,703,149,28,38,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Baik,<40,Simpang 4,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,9610000000
4/12/2022,2022,4,Medan,356,488,26,19,Hujan,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang Y,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/27/2024,2024,1,Bekasi,577,148,23,4,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,<40,Simpang Y,Laki-laki,26-45,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,8630000000
12/6/2022,2022,12,Makassar,721,143,22,3,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/2/2023,2023,3,Medan,416,153,22,11,Cerah,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,<17,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,8970000000
2/13/2025,2025,2,Semarang,655,358,28,15,Hujan,Malam,Motor,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Simpang 4,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19600000000
7/12/2024,2024,7,Yogyakarta,661,318,29,21,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Tikungan,Laki-laki,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,17770000000
8/18/2023,2023,8,Semarang,483,174,25,3,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang T,Laki-laki,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10010000000
6/10/2023,2023,6,Surabaya,717,433,20,8,Cerah,Siang,Bus,Rem Blong,Jalan Nasional,Baik,40-60,Lurus,Laki-laki,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,22810000000
5/11/2023,2023,5,Jakarta Selatan,587,107,21,17,Hujan,Pagi,Mobil,Kecepatan Berlebih,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,6740000000
1/16/2025,2025,1,Medan,631,128,28,24,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,<40,Tikungan,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8280000000
11/18/2024,2024,11,Palembang,683,282,24,23,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,40-60,Tikungan,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15760000000
5/12/2025,2025,5,Palembang,717,479,29,11,Hujan,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Tikungan,Perempuan,<17,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,25620000000
9/27/2024,2024,9,Jakarta Selatan,651,366,25,33,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20210000000
6/8/2023,2023,6,Palembang,746,319,27,27,Hujan,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Simpang Y,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17840000000
